"name","track_id","album_id","composer","milliseconds","bytes","unit_price"
"A Sua",2335,"191","Rodolfo",142132,4622064,"0.99"
"Cavalleria Rusticana \ Act \ Intermezzo Sinfonico",3435,"302","Pietro Mascagni",243436,4001276,"0.99"
"Salustiano Song",277,"25",NULL,215405,7183969,"0.99"
"Wildest Dreams",1245,"98","Adrian Smith/Steve Harris",232777,9312384,"0.99"
"Endgame",2313,"187","Bill Berry/Michael Stipe/Mike Mills/Peter Buck",230687,7664479,"0.99"
"Belong",2314,"187","Bill Berry/Michael Stipe/Mike Mills/Peter Buck",247013,8219375,"0.99"
"Jubilee",2524,"204","Jeremy Wall",275147,9151846,"0.99"
"Body Count's In The House",167,"18",NULL,204251,6715413,"0.99"
"Heavy Love Affair",1790,"146","Marvin Gaye",227892,7522232,"0.99"
"Momentos Que Marcam",401,"34","Vários",280137,9313740,"0.99"
"Apesar De Você",235,"23",NULL,234501,7886937,"0.99"
"Binky The Doormat",2305,"189","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",301688,9950320,"0.99"
"The Constant",3344,"261",NULL,2611569,520209363,"1.99"
"Army Reserve",2175,"179","Jeff Ament",225567,7393771,"0.99"
"It Doesn't Matter",2529,"204","Chet Catallo",270027,9034177,"0.99"
"Lamentations of Jeremiah, First Set \ Incipit Lamentatio",3448,"314","Thomas Tallis",69194,1208080,"0.99"
"Sem Terra",2466,"200","Samuel Rosa",279353,9196411,"0.99"
"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",3446,"312","Hector Berlioz",561967,9173344,"0.99"
"Zoo Station",2926,"232","U2",276349,9056902,"0.99"
"Solitaire",824,"66","roger glover",282226,9157021,"0.99"
"Grande Rio",564,"45","Carlos Santos/Ciro/Claudio Russo/Zé Luiz",307252,10251428,"0.99"
"Inside Job",2177,"179","Eddie Vedder & Mike McCready",428643,14006924,"0.99"
"Não Sou Mais Disso",3148,"248","Jorge Aragão/Zeca Pagodinho",225985,7613817,"0.99"
"A Man And A Woman",2970,"235","Adam Clayton, Bono, Larry Mullen & The Edge",270132,8938285,"0.99"
"É Preciso Saber Viver",2817,"225","Erasmo Carlos/Roberto Carlos",251115,8271418,"0.99"
"Save You",2179,"180","Eddie Vedder/Jeff Ament/Matt Cameron/Mike McCready/Stone Gossard",230112,7609110,"0.99"
"Turbo Lover",1554,"125",NULL,335542,11068866,"0.99"
"Miséria",2813,"225","Arnaldo Antunes/Britto, SergioMiklos, Paulo",262191,8727645,"0.99"
"Blues Da Piedade",741,"57",NULL,257123,8472964,"0.99"
"Roxanne",2650,"215","G M Sumner",192992,6330159,"0.99"
"If I Like It, I Do It",1437,"116","Gelder, Nick van",293093,9848207,"0.99"
"Last Caress/Green Hell",1817,"149","Danzig",209972,6854313,"0.99"
"The Real Thing",969,"77","Faith No More",493635,16233080,"0.99"
"Love Or Confusion",1483,"120","Jimi Hendrix",193123,6329408,"0.99"
"Someday My Prince Will Come",609,"48","Miles Davis",544078,17890773,"0.99"
"Running Free",1219,"95","Paul Di'Anno/Steve Harris",228937,3663872,"0.99"
"Que Luz É Essa",2352,"192",NULL,165067,5620058,"0.99"
"You've Got It",2439,"141","Mick Hucknall and Lamont Dozier",235232,7712845,"0.99"
"Anyway, Anyhow, Anywhere",2732,"221","Pete Townshend, Roger Daltrey",161253,5234173,"0.99"
"O Livro Dos Dias",1685,"139","Renato Russo",257253,8570929,"0.99"
"Communication Breakdown(3)",347,"30","Jimmy Page/John Bonham/John Paul Jones",185260,6041133,"0.99"
"Asas",984,"78",NULL,231915,7711669,"0.99"
"Aonde Quer Que Eu Va",2076,"168","Herbert Vianna/Paulo Sérgio Valle",258089,8470121,"0.99"
"Transylvania",1215,"95","Steve Harris",265874,4255744,"0.99"
"Futureal",1406,"114","Blaze Bayley/Steve Harris",175777,7032960,"0.99"
"Colibri",1188,"93","Richard Bull",361012,12055329,"0.99"
"Fuel",1861,"153","Hetfield, Ulrich, Hammett",269557,8876811,"0.99"
"Ela Desapareceu",2451,"199","Chico Amaral/Samuel Rosa",250122,8289200,"0.99"
"It Was A Very Good Year",1048,"83","ervin drake",266605,8554066,"0.99"
"From Afar",3095,"245","Van Halen",324414,10524554,"0.99"
"Minor Thing",2388,"194","Anthony Kiedis, Flea, John Frusciante, and Chad Smith",217835,7148115,"0.99"
"Paradise City",1151,"90",NULL,406347,6687123,"0.99"
"Esta É A Canção",2779,"223",NULL,184450,6069933,"0.99"
"New York",2947,"233","Adam Clayton, Bono, Larry Mullen, The Edge",330370,10862323,"0.99"
"Rock Das Aranhas (Ao Vivo) (Live)",2357,"192",NULL,231836,7591945,"0.99"
"Bite The Bullet",1951,"160","Clarke/Kilmister/Taylor",98115,3195536,"0.99"
"Send Me an Angel",3299,"257",NULL,273041,4581492,"0.99"
"Dirty Hands",2834,"227",NULL,2627961,537648614,"1.99"
"Corpse (These Chains Are Way Too Long)",2134,"176","Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",214909,6920451,"0.99"
"Murder On the Rising Star",3243,"253",NULL,2935894,551759986,"1.99"
"Hey Tonight",692,"54","J. C. Fogerty",162847,5343807,"0.99"
"Drown",2490,"202","Billy Corgan",270497,8883496,"0.99"
"Child In Time (Son Of Aleric - Instrumental)",770,"61","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",602880,19712753,"0.99"
"Samba Em Prelúdio",659,"52",NULL,212636,6923473,"0.99"
"Stratus",127,"13","Billy Cobham",582086,19115680,"0.99"
"Believer",2101,"174","O. Osbourne, R. Daisley, R. Rhoads",308897,10003794,"0.99"
"Love Is Blind",493,"40","David Coverdale/Earl Slick",344999,11409720,"0.99"
"Zé Trindade",2463,"200","Samuel Rosa",247954,8331310,"0.99"
"Until My Dying Day",3051,"241",NULL,235807,7886195,"0.99"
"Jump In The Fire",1832,"150","James Hetfield, Lars Ulrich, Dave Mustaine",281573,9135755,"0.99"
"Leave My Girl Alone",2536,"205","B. Guy",256365,8438021,"0.99"
"As Aparências Enganam",887,"71",NULL,247379,8014346,"0.99"
"Midnight Blue",497,"40","David Coverdale/Earl Slick",298631,9750990,"0.99"
"So Central Rain",2322,"190","R.E.M.",194768,6414550,"0.99"
"The Wicker Man",1353,"108","Adrian Smith/Bruce Dickinson/Steve Harris",281782,11272320,"0.99"
"Rock Of Ages",839,"67",NULL,248424,8150318,"0.99"
"The Zoo",3290,"257",NULL,332740,5550779,"0.99"
"Sem Sentido",1530,"123",NULL,250462,8292108,"0.99"
"The Cut Runs Deep",799,"64","Blackmore, Glover, Turner, Lord, Paice",342752,11191650,"0.99"
"Canon and Gigue in D Major: I. Canon",3405,"274","Johann Pachelbel",271788,4438393,"0.99"
"Black Diamond",437,"37","Paul Stanley",314148,10266007,"0.99"
"Camisa Verde 2001",366,"32",NULL,283454,9633755,"0.99"
"Are You Gonna Go My Way",1702,"141","Craig Ross/Lenny Kravitz",211591,6905135,"0.99"
"A World Without Heroes",1568,"126","Paul Stanley, Gene Simmons, Bob Ezrin, Lewis Reed",177815,5832524,"0.99"
"Saudosa Maloca",886,"71",NULL,278125,9059416,"0.99"
"Berlim",291,"26","Da Gama/Toni Garrido",207542,6920424,"0.99"
"Iron Maiden",1297,"102","Harris",261955,6289117,"0.99"
"Oceans",2199,"181","Jeff Ament/Stone Gossard",162194,5282368,"0.99"
"Don't Cry",1186,"92","Izzy Stradlin'/W. Axl Rose",284238,9222458,"0.99"
"Babyface",3029,"240","U2; Bono",241998,7942573,"0.99"
"The Duke",1904,"157","Dave Brubeck",214961,6977626,"0.99"
"Miracle",1001,"80","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",209684,6877994,"0.99"
"Believe in Love",3294,"257",NULL,325774,5437651,"0.99"
"Same Ol' Situation",1976,"162","Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil",254511,8283958,"0.99"
"I Want It All",422,"36","Queen",241684,7876564,"0.99"
"Genesis",2839,"228",NULL,2611986,515671080,"1.99"
"Scentless Apprentice",1995,"163","Nirvana",211200,6898177,"0.99"
"Cartao Postal",2038,"166",NULL,211565,7082301,"0.99"
"Misty Mountain Hop",1614,"131","Jimmy Page, Robert Plant, John Paul Jones",278857,9092799,"0.99"
"Há Tempos",1694,"140","Dado Villa-Lobos/Marcelo Bonfá",197146,6432922,"0.99"
"Drão",212,"21","Gilberto Gil",156264,5065932,"0.99"
"I Got You (I Feel Good)",1419,"115","James Brown",167392,5468472,"0.99"
"Wrathchild",1356,"108","Steve Harris",185808,7434368,"0.99"
"Entrando Na Sua (Intro)",1057,"84",NULL,179252,5840027,"0.99"
"New Way Home",1032,"82","Dave, Taylor, Nate, Chris",342230,11205664,"0.99"
"Love Boat Captain",2180,"180","Eddie Vedder",276453,9016789,"0.99"
"The Other 48 Days",2878,"231",NULL,2610625,535256753,"1.99"
"You Got Me Rocking",2691,"218","Jagger/Richards",215928,7162159,"0.99"
"I Can't Quit You Baby",1589,"128","Willie Dixon",258168,8437098,"0.99"
"Três Lados",2450,"199","Chico Amaral/Samuel Rosa",233665,7699609,"0.99"
"The Apparition",1264,"99","Janick Gers/Steve Harris",234605,9386112,"0.99"
"Alcohol",1507,"122",NULL,355239,12010478,"0.99"
"Tears Dry On Their Own",3461,"321","Nickolas Ashford & Valerie Simpson",185293,2996598,"0.99"
"Dark Side Of The Cog",1200,"93","Jean Paul Maunick",377155,12491122,"0.99"
"Afraid",1978,"162","Nikki Sixx",248006,8077464,"0.99"
"Nightrain",1148,"90",NULL,268537,4457283,"0.99"
"Heaven Can Wait",1317,"104",NULL,440555,10577743,"0.99"
"Release",2725,"220","The Tea Party",266292,8725824,"0.99"
"It Came Out Of The Sky",703,"55","J.C. Fogerty",176718,5807474,"0.99"
"Exodus (Part 2) [Season Finale]",2923,"230",NULL,2605557,208667059,"1.99"
"The Saint",2610,"212","Billy Duffy/Ian Astbury",216215,7061584,"0.99"
"Stormbringer",544,"43","Coverdale",277133,9050022,"0.99"
"De Ouro E Marfim (Live)",1101,"86",NULL,234971,7838453,"0.99"
"100% HardCore",2242,"184",NULL,165146,5407744,"0.99"
"Geração Coca-Cola",1688,"140","Renato Russo",141453,4625731,"0.99"
"Call Of The Wild",775,"61","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",293851,9575295,"0.99"
"Still",999,"80","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",313182,10323157,"0.99"
"Da Lama Ao Caos",275,"25",NULL,251559,8378065,"0.99"
"O Trem Da Juventude",2045,"167","Herbert Vianna",225880,7507655,"0.99"
"Spirit's in the Material World",2658,"215","G M Sumner",181133,5986622,"0.99"
"Walk On Water",23,"5","Steven Tyler, Joe Perry, Jack Blades, Tommy Shaw",295680,9719579,"0.99"
"Ozone Baby",1591,"128","Jimmy Page, Robert Plant",215954,7079588,"0.99"
"Talk About Love",819,"66","roger glover",247823,8072171,"0.99"
"Maria Maria",576,"46","W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601,"0.99"
"My Love",335,"29","Jauperi/Zeu Góes",203493,6772813,"0.99"
"Smoke On The Water",548,"43","Gillan/Glover/Lord/Paice",618031,20103125,"0.99"
"Chaos-Control",2571,"208","Terry Bozzio, Steve Stevens, Tony Levin",529841,17455568,"0.99"
"Primavera",581,"46","KC Porter & JB Eckl",378618,12504234,"0.99"
"Brejo Da Cruz",239,"23",NULL,214099,7270749,"0.99"
"Cotidiano N 2",3121,"247",NULL,55902,1805797,"0.99"
"Commotion",681,"54","J. C. Fogerty",162899,5354252,"0.99"
"Revelations",3389,"271",NULL,252376,4111051,"0.99"
"Intruder",3056,"242","Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony",100153,3282142,"0.99"
"Out Ta Get Me",1149,"90",NULL,263893,4382147,"0.99"
"Macô",250,"24","Chico Science",249600,8253934,"0.99"
"Meu Guarda-Chuva",1067,"84",NULL,248528,8216625,"0.99"
"Until The End Of The World",2929,"232","U2",278700,9132485,"0.99"
"Tailgunner",1311,"103",NULL,247640,5947795,"0.99"
"Doesn't Remind Me",102,"11","Cornell, Commerford, Morello, Wilk",255869,8357387,"0.99"
"I'm The One",3085,"244","Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",226507,7373922,"0.99"
"Remember Tomorrow",1216,"95","Paul Di'Anno/Steve Harris",352731,5648438,"0.99"
"Metal Meltdown",1557,"125",NULL,290664,9390646,"0.99"
"Um Gosto De Sol",1925,"158","Milton Nascimento, Ronaldo Bastos",307200,9893875,"0.99"
"Too Young To Die",1435,"116","Smith, Toby",365818,12391660,"0.99"
"Baltimore, DC",849,"68","John Scofield",346932,11394473,"0.99"
"Mensagen De Amor (2000)",2067,"168","Herbert Vianna",183588,6061324,"0.99"
"Sangue Latino",2017,"165",NULL,223033,7354184,"0.99"
"Cucamonga",356,"31","Frank Zappa",144483,4728586,"0.99"
"32 Dentes",2794,"224","Titãs",184946,6157904,"0.99"
"Headspace",3110,"246","Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",223033,7237986,"0.99"
"Train In Vain",2600,"211","Joe Strummer/Mick Jones",189675,6329877,"0.99"
"Who Wants To Live Forever",427,"36","Brian May",297691,9577577,"0.99"
"Go Back",2782,"224","Titãs",230504,7668899,"0.99"
"Welcome to the Jungle",1146,"90",NULL,273552,4538451,"0.99"
"Beija Eu",1764,"145","Caetano Veloso e Gilberto Gil",197276,6512544,"0.99"
"Dona (Roupa Nova)",667,"53",NULL,243356,7991295,"0.99"
"My Melancholy Blues",2281,"186","Mercury",206471,6691838,"0.99"
"2 Minutes To Midnight",1357,"108","Adrian Smith/Bruce Dickinson",386821,15474816,"0.99"
"Take Your Daughter to Work Day",3195,"250",NULL,1268333,253451012,"1.99"
"Get On The Good Foot",1427,"115","Fred Wesley/James Brown/Joseph Mims",215902,7182736,"0.99"
"Nasty Piece Of Work",823,"66","jon lord/roger glover",276662,9076997,"0.99"
"Something For Nothing",2408,"196","Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush",240770,7898395,"0.99"
"Love Ain't No Stranger",3135,"141","Galley",259395,8490428,"0.99"
"Brave New World",1237,"97","Bruce Dickinson/David Murray/Steve Harris",378984,15161472,"0.99"
"One",2928,"232","U2",276192,9158892,"0.99"
"Stand Inside Your Love",2503,"202","Billy Corgan",253753,8270113,"0.99"
"Parasite",2856,"228",NULL,2602727,487461520,"1.99"
"Dirty Window",1885,"155","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",324989,10670604,"0.99"
"Back from Vacation",3210,"251",NULL,1271688,245378749,"1.99"
"Do what cha wanna",130,"13","George Duke",274155,9018565,"0.99"
"Of Wolf And Man",1809,"148","James Hetfield, Lars Ulrich and Kirk Hammett",256835,8339785,"0.99"
"Man On The Edge",1397,"113","Blaze Bayley/Janick Gers",253413,10137728,"0.99"
"Power to the People",3266,"255",NULL,213018,3466029,"0.99"
"Talkin Loud and Saying Nothin",850,"68","James Brown & Bobby Byrd",360411,11994859,"0.99"
"Jewel of the Summertime",3397,"271",NULL,233242,3806103,"0.99"
"Who Are You (Single Edit Version)",2749,"221","John Entwistle/Pete Townshend",299232,9900469,"0.99"
"Wearing And Tearing",1594,"128","Jimmy Page, Robert Plant",330004,10701590,"0.99"
"Music Of The Wind",1438,"116","Smith, Toby",383033,12870239,"0.99"
"Hey Hey",911,"73","Big Bill Broonzy",196466,6543487,"0.99"
"Homecoming",2901,"230",NULL,2515882,210675221,"1.99"
"Right Now",3076,"243","Van Halen",321828,10503352,"0.99"
"Just A Man",962,"76","Mike Bordin, Billy Gould, Mike Patton",336666,11031254,"0.99"
"Maria Fumaça",389,"33","Luiz Carlos/Oberdan",141008,4743149,"0.99"
"Breakfast In Bed",3038,"241",NULL,196179,6513325,"0.99"
"Kir Royal",1957,"161","Mônica Marianno",234788,7706552,"0.99"
"Ponta de Areia",1934,"159","Milton Nascimento, Fernando Brant",272796,8874285,"0.99"
"The Dundies",3178,"250",NULL,1253541,246845576,"1.99"
"Por Merecer",1534,"124","João Suplicy",230582,7764601,"0.99"
"The Other Side",33,"5","Steven Tyler, Jim Vallance",244375,7983270,"0.99"
"Ava Adore",2500,"202","Billy Corgan",261433,8590412,"0.99"
"My Baby Left Me",707,"55","J.C. Fogerty",140460,4633440,"0.99"
"Sure Know Something",439,"37","Paul Stanley, Vincent Poncia",242468,7939886,"0.99"
"Prenda Minha",206,"21","Tradicional",99369,3225364,"0.99"
"Baby Break It Down",2702,"218","Jagger/Richards",249417,8197309,"0.99"
"Red Mosquito",2157,"178","Jeff Ament & Stone Gossard & Jack Irons & Mike McCready & Eddie Vedder",242991,7944923,"0.99"
"Rugas",3153,"248","Augusto Garcez/Nelson Cavaquinho",140930,4703182,"0.99"
"See You",1027,"82","Dave, Taylor, Nate, Chris",146782,4888173,"0.99"
"Lords of Karma",1503,"121","J. Satriani",288227,4809279,"0.99"
"O Estrangeiro",520,"23",NULL,374700,12472890,"0.99"
"Um Lugar ao Sol",3324,"259",NULL,212323,8495217,"0.99"
"Tangerine",1642,"134","Jimmy Page",189675,6200893,"0.99"
"Mother Russia",1334,"105","Steve Harris",332617,5322752,"0.99"
"Sing Joyfully",3492,"314","William Byrd",133768,2256484,"0.99"
"Partita in E Major, BWV 1006A: I. Prelude",3490,"335","Johann Sebastian Bach",285673,4744929,"0.99"
"Out Of Control",2689,"217","Jagger/Richards",479242,15749289,"0.99"
"Orange Crush",2291,"188","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",231706,7742894,"0.99"
"Fight Fire With Fire",1874,"154","Metallica",285753,9420856,"0.99"
"Slowness",3478,"323",NULL,215386,3644793,"0.99"
"The Assassin",1330,"105","Steve Harris",258768,4141056,"0.99"
"Zeca Violeiro",981,"78",NULL,143673,4781949,"0.99"
"Na Ladeira",3329,"259",NULL,221570,8865099,"0.99"
"Fly By Night",2418,"196","Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush",202318,6683061,"0.99"
"Baixo Rio",591,"47",NULL,198008,6521676,"0.99"
"Happy Jack",2737,"221","Pete Townshend",132310,4353063,"0.99"
"Eduardo E Mônica",1689,"140","Renato Russo",271229,9026691,"0.99"
"Dancing In The Street",3058,"242","Ivy Jo Hunter/Marvin Gaye/William Stevenson",225985,7461499,"0.99"
"Sign Of The Cross",1395,"113","Steve Harris",678008,27121792,"0.99"
"Killers",1283,"101","Steve Harris",300956,7227440,"0.99"
"Século XXI",2356,"192",NULL,244897,8040563,"0.99"
"It's Too Funky In Here",1429,"115","Brad Shapiro/George Jackson/Robert Miller/Walter Shaw",239072,7973979,"0.99"
"Fear Of The Dark",1234,"96","Steve Harris",431333,6906078,"0.99"
"I Can See For Miles",2739,"221","Pete Townshend",262791,8604989,"0.99"
"Another Life",1280,"101","Steve Harris",203049,4874368,"0.99"
"This Is The Place",2377,"194","Anthony Kiedis, Flea, John Frusciante, and Chad Smith",257906,8469765,"0.99"
"2,000 Man",1573,"126","Mick Jagger, Keith Richard",312450,10292829,"0.99"
"Night Flight",1650,"135","John Paul Jones/Robert Plant",217547,7160647,"0.99"
"He Can Only Hold Her",3464,"321","Richard Poindexter & Robert Poindexter",166680,2666531,"0.99"
"Black Sabbath",3278,"256",NULL,364180,5860455,"0.99"
"I Stand Alone",1125,"88","Sully Erna",246125,8017041,"0.99"
"Beautiful Boy",3268,"255",NULL,227995,3704642,"0.99"
"Is This Love (Live)",1089,"86",NULL,295262,9819759,"0.99"
"Já!!!",595,"47",NULL,217782,7103608,"0.99"
"You Know My Name",3388,"270","Chris Cornell",240255,3940651,"0.99"
"Man of Science, Man of Faith (Premiere)",2859,"231",NULL,2612250,543342028,"1.99"
"Drown Me Slowly",103,"11","Cornell, Commerford, Morello, Wilk",233691,7609178,"0.99"
"As Rosas Não Falam (Beth Carvalho)",671,"53",NULL,116767,3836641,"0.99"
"Aguia De Ouro 2001",369,"32",NULL,284160,9698729,"0.99"
"I Still Love You",1571,"126","Paul Stanley",369815,12086145,"0.99"
"Outbreak",848,"68","Jim Beard & Jon Herington",659226,21685807,"0.99"
"Westwood Moon",458,"38",NULL,295627,9765802,"0.99"
"The Bazaar",2710,"219","The Tea Party",222458,7245691,"0.99"
"Love Me Darlin'",2540,"205","C. Burnett",201586,6650869,"0.99"
"Negócio É",2354,"192",NULL,175464,5826775,"0.99"
"Fire Fire",1948,"160","Clarke/Kilmister/Taylor",164675,5416114,"0.99"
"Fica",2458,"199","Chico Amaral/Samuel Rosa",272169,8980972,"0.99"
"Us And Them",2234,"183","Waters, Wright",461035,15000299,"0.99"
"Ghandi (Live)",1100,"86",NULL,222458,7481950,"0.99"
"Soul Singing",2588,"210","Chris Robinson/Rich Robinson",233639,7672489,"0.99"
"Everything's Ruined",940,"75",NULL,273658,9010917,"0.99"
"Rapture",2830,"227",NULL,2624541,508406153,"1.99"
"Seconds",3019,"239","U2",191582,6352121,"0.99"
"Tyrant (Live)",1561,"125",NULL,282253,9190536,"0.99"
"Echo",1505,"121","J. Satriani",337570,5595557,"0.99"
"Alabama Song",2643,"214","Weill-Brecht",200097,6563411,"0.99"
"Naked In Front Of The Computer",926,"74","Mike Patton",128757,4225077,"0.99"
"The Evil That Men Do",1364,"109","Adrian Smith/Bruce Dickinson/Steve Harris",280737,11231360,"0.99"
"Perola Negra 2001",372,"32",NULL,281626,9619196,"0.99"
"Os Exilados",2467,"200","Samuel Rosa",245551,8222095,"0.99"
"Tão Seu",2465,"200","Samuel Rosa",243748,8133126,"0.99"
"Se Você Pensa",1742,"142",NULL,195996,6552490,"0.99"
"Dee",2112,"174","R. Rhoads",261302,8555963,"0.99"
"De La Luz",457,"38",NULL,315219,10518284,"0.99"
"Black Sabbath",149,"16",NULL,382066,12440200,"0.99"
"Debra Kadabra",351,"31","Frank Zappa",234553,7649679,"0.99"
"O Que Vai Em Meu Coração",1958,"161","Mônica Marianno",255373,8366846,"0.99"
"Virginia Moon",1006,"80","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",229198,7494639,"0.99"
"Are You Experienced?",1489,"120","Jimi Hendrix",254537,8292497,"0.99"
"Essa Moça Ta Diferente",227,"23",NULL,167235,5568574,"0.99"
"Easily",2397,"195","Red Hot Chili Peppers",231418,7504534,"0.99"
"Metal Militia",1838,"150","James Hetfield, Lars Ulrich, Dave Mustaine",311327,10141785,"0.99"
"Senhora E Senhor",2811,"225","Arnaldo Anutnes/Marcelo Fromer/Paulo Miklos",203702,6733733,"0.99"
"D.O.C.",2912,"229",NULL,2616032,518556641,"1.99"
"Smells Like Teen Spirit",2003,"164","Kurt Cobain",301296,9823847,"0.99"
"Firmamento",304,"27","Harry Lawes/Winston Foster-Vers",225488,7507866,"0.99"
"When You Gonna Learn (Digeridoo)",1434,"116","Jay Kay/Kay, Jay",230635,7655482,"0.99"
"Breakdown",1180,"92","W. Axl Rose",424960,13978284,"0.99"
"Prowler",1214,"95","Steve Harris",255634,4091904,"0.99"
"O Beco",2084,"169",NULL,189178,6293184,"0.99"
"Sweetest Thing",2951,"234","U2",185103,6154896,"0.99"
"Bora-Bora",2048,"167","Herbert Vianna",182987,6036046,"0.99"
"Gallows Pole",1641,"134","Traditional",296228,9757151,"0.99"
"Flores",2789,"224","Titãs",215510,7148017,"0.99"
"Bleed Together",2522,"203","Chris Cornell",232202,7597074,"0.99"
"Flashes Before Your Eyes",2881,"229",NULL,2636636,537760755,"1.99"
"Apache Rose Peacock",2370,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",282226,9312588,"0.99"
"And the Cradle Will Rock...",3068,"243","Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",213968,7011402,"0.99"
"Hiros",2843,"228",NULL,2533575,488835454,"1.99"
"The Educated Fool",1411,"114","Steve Harris",404767,16191616,"0.99"
"Pot-Pourri N.º 5",651,"52",NULL,219898,7117769,"0.99"
"Abraham, Martin And John",1785,"146","Dick Holler",273057,8888206,"0.99"
"Metopes, Op. 29: Calypso",3493,"337","Karol Szymanowski",333669,5548755,"0.99"
"It's Late",2280,"186","May",386194,12519388,"0.99"
"Man With The Woman Head",358,"31","Don Van Vliet",88894,2922044,"0.99"
"Amar É Tudo",870,"70","Djavan",211617,7073899,"0.99"
"Marquis In Spades",2478,"201","Billy Corgan",192731,6304789,"0.99"
"Shamrocks And Shenanigans",3306,"258","E. Schrody/L. Dimant",218331,8735518,"0.99"
"Moth",3400,"271",NULL,298049,4838884,"0.99"
"Rock And Roll All Nite",1576,"126","Paul Stanley, Gene Simmons",259631,8549296,"0.99"
"How Many More Times",1626,"132","Jimmy Page/John Bonham/John Paul Jones",508055,16541364,"0.99"
"Leave My Girl Alone",199,"20","Buddy Guy",204721,6859518,"0.99"
"Black Country Woman",1653,"135","Robert Plant",273084,8951732,"0.99"
"In My Bed",3472,"322","Salaam Remi",315960,5211774,"0.99"
"(I Can't Help) Falling In Love With You",3045,"241",NULL,207568,6905623,"0.99"
"Os Cegos Do Castelo",2785,"224","Titãs",296829,9868187,"0.99"
"Shakes and Ladders",1799,"147",NULL,198008,6560753,"0.99"
"Assum Preto",1080,"85","Humberto Teixeira/Luiz Gonzaga",199653,6625000,"0.99"
"Born to Run",2919,"230",NULL,2618619,213772057,"1.99"
"Polly",2008,"164","Kurt Cobain",177031,5788407,"0.99"
"Realidade Virtual",296,"26","Bino Farias/Da Gama/Lazão/Toni Garrido",195239,6503533,"0.99"
"Gostava Tanto De Você",2767,"223",NULL,253805,8380077,"0.99"
"Attitude",1872,"153","Hetfield, Ulrich",315898,10335734,"0.99"
"Fortuneteller",804,"64","Blackmore, Glover, Turner, Lord, Paice",349335,11369671,"0.99"
"Shiny Happy People",2282,"187","Bill Berry/Michael Stipe/Mike Mills/Peter Buck",226298,7475323,"0.99"
"Açai",867,"70","Djavan",270968,8893682,"0.99"
"Whiplash",1834,"150","James Hetfield, Lars Ulrich",249208,8102839,"0.99"
"Brighter Than a Thousand Suns",1203,"94",NULL,526255,8721490,"0.99"
"The Purpendicular Waltz",797,"63","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",283924,9299131,"0.99"
"Hearts and Minds",2894,"230",NULL,2619462,207607466,"1.99"
"Strange Kind Of Woman",763,"60","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",247092,8072036,"0.99"
"Wake Up Dead Man",2986,"236","Bono, The Edge, Adam Clayton, and Larry Mullen",292832,9515903,"0.99"
"2 Minutes To Midnight",1221,"95","Adrian Smith/Bruce Dickinson",337423,5400576,"0.99"
"Undertow",2299,"189","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",309498,10131005,"0.99"
"Cérebro Eletrônico",1758,"145","Gilberto Gil",172800,5760864,"0.99"
"The Fix",2850,"228",NULL,2600266,507026323,"1.99"
"Gonna Keep On Tryin' Till I Win Your Love",1782,"146","Barrett Strong/Norman Whitfield",176404,5789945,"0.99"
"Motéis",1068,"84",NULL,213498,7041077,"0.99"
"Yahweh",2974,"235","Adam Clayton, Bono, Larry Mullen & The Edge",262034,8636998,"0.99"
"All Dead, All Dead",2274,"186","May",190119,6144878,"0.99"
"The Gypsy",814,"65","D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore",242886,7946614,"0.99"
"Look What You've Done",1469,"119","N. Cester",230974,7517083,"0.99"
"The Wanderer",3037,"240","U2; Bono",283951,9258717,"0.99"
"Some Unholy War",3463,"321",NULL,141520,2304465,"0.99"
"Ramble On",1633,"133","Jimmy Page, Robert Plant",275591,9199710,"0.99"
